,rf1_log,rf2_log,rf3_log,rf4_log,rf5_log,rf6_log,rf7_log,rf8_log,rf9_log,proba
14326,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.022222222222222223
14327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
14329,0.2,0.2,0.2,0.0,0.0,0.1,0.5,0.2,0.2,0.17777777777777778
14330,0.0,0.0,0.0,0.1,0.1,0.2,0.0,0.0,0.2,0.06666666666666668
14331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14332,0.0,0.2,0.1,0.0,0.0,0.1,0.4,0.2,0.1,0.12222222222222223
14333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14336,0.4,0.6,0.5,0.7,0.2,0.6,0.1,0.5,0.6,0.4666666666666667
14337,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.03333333333333334
14338,0.0,0.0,0.1,0.4,0.4,0.4,0.1,0.1,0.2,0.1888888888888889
14339,0.4,0.3,0.6,0.3,0.3,0.6,0.2,0.4,0.1,0.35555555555555557
14340,0.1,0.2,0.1,0.1,0.5,0.0,0.1,0.1,0.0,0.13333333333333336
14341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.022222222222222223
14342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14343,0.1,0.3,0.3,0.1,0.1,0.0,0.0,0.2,0.2,0.14444444444444443
14344,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14346,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.011111111111111112
14347,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14348,0.0,0.0,0.2,0.0,0.1,0.0,0.2,0.2,0.3,0.1111111111111111
14349,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14350,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14351,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.4,0.08888888888888889
14352,0.1,0.1,0.2,0.0,0.0,0.1,0.2,0.0,0.2,0.09999999999999999
14353,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.1,0.1,0.07777777777777778
14354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14355,0.0,0.2,0.5,0.4,0.6,0.6,0.5,0.5,0.0,0.3666666666666667
14356,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.022222222222222223
14357,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.03333333333333333
14358,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.022222222222222223
14359,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.03333333333333334
14360,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14361,0.3,0.3,0.5,0.4,0.1,0.4,0.5,0.5,0.2,0.35555555555555557
14362,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.03333333333333334
14363,0.1,0.2,0.3,0.4,0.4,0.8,0.8,0.8,0.9,0.5222222222222223
14364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14370,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14372,0.4,0.2,0.2,0.2,0.4,0.5,0.5,0.4,0.0,0.3111111111111111
14373,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14374,0.4,0.1,0.0,0.2,0.1,0.3,0.9,0.6,0.7,0.36666666666666664
14375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14378,0.4,0.2,0.3,0.3,0.2,0.4,0.5,0.3,0.9,0.3888888888888889
14379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14380,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.022222222222222223
14381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14382,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14383,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.03333333333333334
14384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14386,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14387,0.5,0.4,0.7,0.3,0.8,0.5,0.2,0.6,0.9,0.5444444444444445
14388,0.3,0.0,0.3,0.4,0.4,0.2,0.3,0.3,0.2,0.26666666666666666
14389,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14390,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14392,0.5,0.3,0.4,0.3,0.3,0.1,0.4,0.3,0.3,0.3222222222222222
14393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14394,0.0,0.0,0.0,0.0,0.1,0.0,0.3,0.0,0.0,0.044444444444444446
14395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14396,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.2,0.06666666666666668
14397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14398,0.4,0.6,0.9,0.5,0.6,0.5,0.0,0.1,0.5,0.4555555555555555
14399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
14402,0.0,0.0,0.0,0.3,0.3,0.4,0.3,0.0,0.1,0.15555555555555556
14403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14404,0.3,0.3,0.2,0.1,0.2,0.3,0.2,0.4,0.4,0.26666666666666666
14405,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.044444444444444446
14406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14408,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.011111111111111112
14409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14410,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14411,0.3,0.1,0.2,0.0,0.2,0.3,0.4,0.4,0.8,0.30000000000000004
14412,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14415,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
14416,0.5,0.3,0.9,0.6,0.6,0.2,0.0,0.8,0.5,0.48888888888888893
14417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14418,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.03333333333333334
14419,0.5,0.4,0.4,0.6,0.8,0.5,0.4,0.5,0.8,0.5444444444444444
14420,0.0,0.0,0.2,0.0,0.5,0.4,0.2,0.1,0.5,0.21111111111111114
14421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14424,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14425,0.2,0.2,0.5,0.2,0.1,0.4,0.3,0.2,0.7,0.3111111111111111
14426,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.022222222222222223
14427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14428,0.1,0.2,0.1,0.3,0.7,0.4,0.4,0.2,0.5,0.3222222222222222
14429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14432,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.03333333333333334
14433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14434,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14435,0.0,0.0,0.4,0.0,0.1,0.0,0.0,0.0,0.0,0.05555555555555555
14436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14437,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.05555555555555555
14438,0.0,0.1,0.1,0.1,0.2,0.1,0.0,0.3,0.1,0.1111111111111111
14439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14440,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14441,0.3,0.8,0.1,0.1,0.1,0.1,0.5,0.2,0.2,0.2666666666666668
14442,0.4,0.7,0.9,0.8,0.9,1.0,0.5,0.3,0.6,0.6777777777777776
14443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14445,0.6,0.2,0.6,0.7,0.6,0.3,0.0,0.8,0.7,0.5
14446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14448,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14450,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14451,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14452,0.8,0.8,0.6,0.5,0.6,0.7,0.3,0.5,0.7,0.6111111111111112
14453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
14455,0.5,0.2,0.1,0.6,0.4,0.7,0.6,0.5,0.6,0.4666666666666667
14456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.03333333333333334
14458,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.022222222222222223
14459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14460,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14462,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.3,0.0,0.05555555555555555
14463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14467,0.3,0.1,0.2,0.3,0.4,0.5,0.1,0.1,0.0,0.22222222222222227
14468,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.011111111111111112
14469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14470,0.1,0.1,0.2,0.0,0.2,0.6,0.8,0.4,0.6,0.3333333333333333
14471,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14472,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14474,0.0,0.1,0.6,0.1,0.4,0.1,0.1,0.1,0.4,0.21111111111111114
14475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14476,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14477,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.022222222222222223
14478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14480,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.022222222222222223
14483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.03333333333333333
14484,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.022222222222222223
14485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14489,0.2,0.6,0.3,0.4,0.6,0.3,0.3,0.3,0.2,0.3555555555555555
14490,0.1,0.2,0.2,0.2,0.3,0.2,0.1,0.0,0.1,0.15555555555555556
14491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14492,0.5,0.4,0.7,0.7,0.5,0.8,0.2,0.2,0.3,0.47777777777777775
14493,0.4,0.1,0.3,0.1,0.1,0.2,0.4,0.3,0.4,0.2555555555555556
14494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14498,0.1,0.3,0.0,0.2,0.1,0.2,0.4,0.4,0.4,0.23333333333333334
14499,0.4,0.2,0.6,0.1,0.1,0.3,0.4,0.3,0.7,0.3444444444444445
14500,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.022222222222222223
14501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14504,0.3,0.5,0.3,0.6,0.6,0.8,0.6,0.8,0.2,0.5222222222222224
14505,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14506,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14508,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14510,0.4,0.5,0.4,0.4,0.3,0.6,0.7,0.4,0.4,0.4555555555555555
14511,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.022222222222222223
14512,0.1,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.044444444444444446
14513,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14514,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.2,0.0,0.044444444444444446
14515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14518,0.0,0.0,0.1,0.0,0.3,0.3,0.4,0.8,0.8,0.30000000000000004
14519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14520,0.0,0.0,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.044444444444444446
14521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14522,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14524,0.0,0.2,0.0,0.1,0.0,0.2,0.1,0.0,0.0,0.06666666666666667
14525,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14526,0.1,0.1,0.2,0.3,0.0,0.0,0.0,0.0,0.0,0.07777777777777778
14527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14529,0.0,0.1,0.2,0.3,0.2,0.2,0.1,0.6,0.4,0.23333333333333334
14530,0.0,0.2,0.0,0.1,0.0,0.0,0.1,0.3,0.1,0.08888888888888888
14531,0.1,0.8,0.5,0.7,0.7,0.7,0.9,0.8,1.0,0.6888888888888889
14532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14534,0.5,0.3,0.1,0.5,0.2,0.5,0.1,0.2,0.4,0.3111111111111111
14535,0.0,0.5,0.4,0.2,0.3,0.2,0.1,0.6,0.8,0.3444444444444445
14536,0.0,0.1,0.1,0.0,0.1,0.1,0.3,0.1,0.1,0.09999999999999999
14537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14538,0.8,0.0,0.4,0.2,0.1,0.2,0.2,0.0,0.3,0.24444444444444446
14539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14540,0.8,0.9,0.9,0.8,0.8,0.9,0.9,0.9,1.0,0.8777777777777779
14541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14542,0.2,0.0,0.1,0.6,0.3,0.6,0.2,0.0,0.1,0.23333333333333328
14543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14545,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.1,0.022222222222222223
14546,0.0,0.1,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.044444444444444446
14547,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14549,0.4,0.2,0.5,0.4,0.5,0.5,0.2,0.7,0.6,0.4444444444444444
14550,0.7,0.8,0.9,1.0,0.6,0.9,0.9,0.7,0.9,0.8222222222222224
14551,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.011111111111111112
14552,0.1,0.3,0.2,0.7,0.2,0.6,0.1,0.1,0.3,0.2888888888888889
14553,0.0,0.0,0.0,0.1,0.1,0.0,0.3,0.0,0.4,0.1
14554,0.7,0.8,1.0,0.4,0.7,0.7,0.0,0.0,0.3,0.5111111111111111
14555,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.044444444444444446
14556,0.0,0.0,0.0,0.1,0.3,0.1,0.6,0.5,0.1,0.1888888888888889
14557,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.011111111111111112
14558,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.011111111111111112
14559,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.03333333333333334
14560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14561,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14564,0.2,0.5,0.5,0.7,0.9,0.2,0.0,0.7,0.7,0.48888888888888893
14565,0.2,0.5,0.5,0.7,0.9,0.2,0.0,0.7,0.7,0.48888888888888893
14566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.011111111111111112
14570,0.5,0.6,0.5,0.4,0.4,0.8,0.6,0.5,0.8,0.5666666666666668
14571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14572,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.022222222222222223
14573,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.011111111111111112
14574,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.03333333333333334
14575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14577,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.03333333333333334
14578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14579,0.0,0.0,0.1,0.3,0.1,0.0,0.1,0.1,0.0,0.07777777777777778
14580,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14581,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.2,0.03333333333333334
14582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14583,0.6,0.9,0.3,0.6,0.9,0.9,0.8,0.9,0.6,0.7222222222222222
14584,0.2,0.6,0.3,0.4,0.6,0.3,0.3,0.3,0.2,0.3555555555555555
14585,0.0,0.0,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.03333333333333334
14586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14587,0.4,0.2,0.3,0.8,0.3,0.9,0.5,0.6,0.2,0.4666666666666667
14588,0.0,0.3,0.1,0.0,0.1,0.6,0.3,0.9,0.7,0.3333333333333333
14589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14590,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333334
14591,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.0,0.03333333333333334
14592,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.044444444444444446
14593,0.1,0.1,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.05555555555555555
14594,0.6,0.8,0.6,0.4,0.3,1.0,0.6,0.7,0.4,0.6000000000000001
14595,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
14596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14598,0.1,0.3,0.6,0.2,0.2,0.1,0.0,0.6,0.4,0.2777777777777778
14599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14600,0.0,0.0,0.0,0.1,0.3,0.0,0.0,0.0,0.0,0.044444444444444446
14601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
14602,0.3,0.3,0.5,0.7,0.4,0.6,0.8,0.5,0.8,0.5444444444444445
14603,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.044444444444444446
14604,0.1,0.3,0.4,0.4,0.6,0.3,0.0,0.0,0.5,0.2888888888888889
14605,0.0,0.0,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.022222222222222223
14606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.011111111111111112
14607,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14608,0.6,0.4,0.6,0.8,0.9,1.0,0.6,1.0,0.7,0.7333333333333334
14609,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.0,0.03333333333333334
14610,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14611,0.3,0.0,0.3,0.4,0.2,0.4,0.2,0.2,0.3,0.25555555555555554
14612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14613,0.5,0.3,0.2,0.4,0.3,0.3,0.8,0.4,0.4,0.39999999999999997
14614,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.06666666666666668
14615,0.5,0.0,0.4,0.6,0.4,0.0,0.0,0.4,0.3,0.28888888888888886
14616,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.0,0.05555555555555555
14617,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.3,0.2,0.07777777777777778
14618,0.1,0.0,0.0,0.0,0.1,0.1,0.5,0.5,0.9,0.24444444444444446
14619,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.011111111111111112
14620,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14621,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14622,0.1,0.0,0.1,0.0,0.0,0.1,0.4,0.0,0.0,0.07777777777777778
14623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14625,0.1,0.2,0.0,0.1,0.0,0.0,0.2,0.0,0.0,0.06666666666666668
14626,0.1,0.0,0.0,0.0,0.1,0.0,0.6,0.2,0.3,0.14444444444444446
14627,0.0,0.1,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.03333333333333334
14628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
